,UPC,Banner,Kansas,New York,Northern California,Texas,Average_Price,Std
3350,785234168,No Store,36.34,34.69,37.99,36.34,36.34,1.1667261889578049
3351,785234168,Safeway,33.39,33.54,33.54,33.69,33.54,0.10606601717798111
3352,785234168,Trader Joes,31.69,32.99,37.19,31.99,33.465,2.2038318901404423
3353,785234168,Walmart,30.17,30.29,30.29,30.41,30.29,0.08485281374238515
3354,785234168,Wegmans,32.39,33.69,32.92333333333333,32.69,32.92333333333333,0.4813176359397876
3355,785234168,Whole Foods,1.99,26.356666666666666,41.39,35.69,26.356666666666666,15.056947455134015
3356,54548062,No Store,42.99,42.99,42.99,42.99,42.99,0.0
3357,54548062,Safeway,41.29,48.49,43.82333333333333,41.69,43.82333333333333,2.861235164516659
3358,54548062,Trader Joes,39.29,40.89,46.09,39.69,41.489999999999995,2.7202941017470907
3359,54548062,Walmart,38.84,38.84,38.84,38.84,38.84,0.0
3360,54548062,Wegmans,41.09,41.69,41.09,40.49,41.09,0.424264068711927
3361,54548062,Whole Foods,1.99,45.49,30.55666666666667,44.19,30.556666666666665,17.49947618263663
3362,817674221,Safeway,46.89,47.09,47.09,47.29,47.09,0.141421356237309
3363,817674221,Trader Joes,47.89000000000001,46.39,52.29,44.99,47.89,2.739525506360544
3364,817674221,Walmart,44.07,44.07,44.07,44.07,44.07,0.0
3365,817674221,Wegmans,46.59,47.29,46.59,45.89,46.589999999999996,0.49497474683058273
3366,817674221,Whole Foods,1.99,36.75666666666667,58.19,50.09,36.75666666666667,21.48189159889479
3367,579355486,No Store,9.89,9.89,9.89,9.89,9.89,0.0
3368,579355486,Safeway,9.59,9.64,9.64,9.69,9.64,0.03535533905932725
3369,579355486,Trader Joes,9.79,9.49,10.69,9.19,9.79,0.5612486080160911
3370,579355486,Walmart,8.895,9.04,8.895,8.75,8.895,0.1025304832720491
3371,579355486,Wegmans,9.29,9.69,9.489999999999998,9.489999999999998,9.489999999999998,0.14142135623730964
3372,579355486,Whole Foods,1.99,10.49,11.79,10.19,8.615,3.8719342711363267
3373,518047270,No Store,29.939999999999998,28.59,31.29,29.939999999999998,29.939999999999998,0.9545941546018388
3374,518047270,Safeway,27.49,27.64,27.64,27.79,27.64,0.10606601717798238
3375,518047270,Trader Joes,26.19,27.19,30.69,26.49,27.64,1.7979154596365206
3376,518047270,Walmart,24.81,25.87,25.27,25.13,25.27,0.3844476557348226
3377,518047270,Wegmans,27.39,27.79,27.39,26.99,27.39,0.2828427124746193
3378,518047270,Whole Foods,1.99,30.29,34.19,29.39,23.964999999999996,12.814908310245533
3379,120596009,Trader Joes,53.923333333333325,52.19,58.89,50.69,53.92333333333333,3.0873397394304813
3380,120596009,Walmart,47.61,47.61,47.61,47.61,47.61,0.0
3381,120596009,Wegmans,52.489999999999995,53.29,52.489999999999995,51.69,52.489999999999995,0.5656854249492386
3382,120596009,Whole Foods,1.99,58.09,65.49,56.39,45.49,25.3466960371564
3383,943281894,No Store,20.64,19.69,21.59,20.64,20.64,0.6717514421272196
3384,943281894,Safeway,18.99,19.04,19.04,19.09,19.04,0.03535533905932788
3385,943281894,Trader Joes,19.356666666666666,18.79,21.09,18.19,19.35666666666667,1.0824355254086342
3386,943281894,Walmart,17.58,17.82,17.58,17.34,17.58,0.16970562748477155
3387,943281894,Wegmans,18.39,19.09,18.69,18.59,18.69,0.25495097567963904
3388,943281894,Whole Foods,1.99,20.89,23.49,15.456666666666665,15.456666666666667,8.297690441723327
3389,172380215,Safeway,38.59,38.790000000000006,38.790000000000006,38.99,38.790000000000006,0.141421356237309
3390,172380215,Trader Joes,36.69,38.19,43.09,37.09,38.765,2.5567313116555694
3391,172380215,Walmart,35.8,36.34,35.8,35.26,35.8,0.3818376618407376
3392,172380215,Wegmans,37.49,38.99,38.123333333333335,37.89,38.123333333333335,0.5492419017761362
3393,172380215,Whole Foods,1.99,42.59,22.290000000000003,22.290000000000003,22.290000000000003,14.354267658086917
3394,244899396,Safeway,34.99,35.19,35.19,35.39,35.19,0.141421356237309
3395,244899396,Trader Joes,36.34,36.34,39.09,33.59,36.34,1.9445436482630056
3396,244899396,Wegmans,34.84,35.39,34.84,34.29,34.84,0.38890872965260165
3397,244899396,Whole Foods,1.99,19.69,19.69,37.39,19.69,12.515790027001891
3398,641701426,No Store,41.69,41.69,41.69,41.69,41.69,0.0
3399,641701426,Safeway,40.49,40.49,40.49,40.49,40.49,0.0
3400,641701426,Trader Joes,38.09,39.69,44.69,38.49,40.24,2.6358110706194386
3401,641701426,Walmart,36.2,37.61,36.776666666666664,36.52,36.77666666666667,0.5227013168786407
3402,641701426,Wegmans,39.89,40.49,39.89,39.29,39.89,0.4242640687119295
3403,641701426,Whole Foods,44.19,44.19,44.19,44.19,44.19,0.0
3404,959211839,Safeway,33.49,33.64,33.64,33.79,33.64,0.10606601717798111
3405,959211839,Trader Joes,31.89,33.82333333333333,37.39,32.19,33.82333333333333,2.186702235483073
3406,959211839,Walmart,30.26,31.52,30.763333333333335,30.51,30.763333333333332,0.47171672290333944
3407,959211839,Wegmans,32.49,33.79,33.02333333333333,32.79,33.02333333333333,0.4813176359397876
3408,959211839,Whole Foods,1.99,36.89,19.44,19.44,19.44,12.339013331705255
3409,447640332,No Store,12.79,12.79,12.79,12.79,12.79,0.0
3410,447640332,Safeway,12.29,12.34,12.34,12.39,12.34,0.03535533905932788
3411,447640332,Trader Joes,11.69,12.19,13.69,11.79,12.339999999999998,0.8015609770940699
3412,447640332,Walmart,11.13,11.52,11.306666666666667,11.27,11.306666666666665,0.13970206393130546
3413,447640332,Wegmans,12.24,12.39,12.24,12.09,12.24,0.10606601717798238
3414,447640332,Whole Foods,14.19,14.19,15.29,13.09,14.19,0.7778174593052021
3415,885481376,No Store,17.49,17.49,17.49,17.49,17.49,0.0
3416,885481376,Safeway,15.39,15.440000000000001,15.440000000000001,15.49,15.440000000000001,0.03535533905932725
3417,885481376,Trader Joes,15.94,15.94,17.09,14.79,15.939999999999998,0.8131727983645298
3418,885481376,Walmart,14.235,14.43,14.235,14.04,14.235,0.13788582233137697
3419,885481376,Wegmans,15.29,15.49,15.29,15.09,15.290000000000001,0.14142135623730964
3420,885481376,Whole Foods,1.99,16.89,19.09,16.39,13.59,6.773846765317327
3421,495847520,No Store,59.69,59.69,59.69,59.69,59.69,0.0
3422,495847520,Safeway,57.29,57.59,57.59,57.89,57.59,0.21213203435596475
3423,495847520,Trader Joes,63.99,63.99,63.99,63.99,63.99,0.0
3424,495847520,Walmart,53.075,53.84,53.075,52.31,53.075,0.5409366876077093
3425,495847520,Wegmans,55.69,55.94,55.94,56.19,55.94,0.1767766952966369
3426,495847520,Whole Foods,62.239999999999995,63.19,62.239999999999995,61.29,62.239999999999995,0.6717514421272196
3427,287415946,No Store,52.94,50.59,55.29,52.94,52.94,1.6617009357883852
3428,287415946,Safeway,48.59,48.84,48.84,49.09,48.84,0.1767766952966369
3429,287415946,Trader Joes,50.44,50.44,54.19,46.69,50.44,2.6516504294495533
3430,287415946,Walmart,43.86,44.09,44.09,44.32,44.09,0.16263455967290624
3431,287415946,Wegmans,48.39,49.09,48.39,47.69,48.39,0.4949747468305853
3432,287415946,Whole Foods,1.99,53.49,27.740000000000002,27.740000000000002,27.740000000000002,18.2079996155536
3433,790066655,No Store,4.59,4.59,4.59,4.59,4.59,0.0
3434,790066655,Safeway,4.39,4.39,4.39,4.39,4.39,0.0
3435,790066655,Trader Joes,4.89,4.89,4.89,4.89,4.89,0.0
3436,790066655,Walmart,4.02,4.039999999999999,4.039999999999999,4.06,4.039999999999999,0.014142135623730963
3437,790066655,Wegmans,4.29,4.39,4.323333333333333,4.29,4.323333333333333,0.04082482904638616
3438,790066655,Whole Foods,1.99,4.79,5.39,4.69,4.215,1.3122023472010709
3439,136528713,No Store,14.59,14.59,14.59,14.59,14.59,0.0
3440,136528713,Safeway,15.24,16.39,15.24,14.09,15.24,0.8131727983645299
3441,136528713,Trader Joes,14.256666666666666,13.79,15.59,13.39,14.256666666666666,0.8286535263104035
3442,136528713,Walmart,12.65,13.1,12.875,12.875,12.875,0.15909902576697293
3443,136528713,Wegmans,13.59,14.09,13.790000000000001,13.69,13.79,0.1870828693386971
3444,136528713,Whole Foods,1.99,15.39,8.69,8.69,8.69,4.737615433949869
3445,695599406,Safeway,11.29,11.34,11.34,11.39,11.34,0.03535533905932788
3446,695599406,Trader Joes,11.523333333333333,11.19,12.59,10.79,11.523333333333333,0.6683312551921143
3447,695599406,Walmart,10.21,10.67,10.403333333333334,10.33,10.403333333333334,0.16872067646458325
3448,695599406,Wegmans,11.24,11.39,11.24,11.09,11.24,0.10606601717798238
3449,695599406,Whole Foods,1.99,12.39,13.99,9.456666666666667,9.456666666666667,4.607240678178933
3450,765958220,Safeway,16.79,19.69,17.823333333333334,16.99,17.823333333333334,1.1452801695072996
3451,765958220,Trader Joes,17.39,17.39,18.69,16.09,17.39,0.9192388155425123
3452,765958220,Walmart,15.2,15.82,15.51,15.51,15.51,0.2192031021678301
3453,765958220,Wegmans,16.49,16.49,16.49,16.49,16.49,0.0
3454,765958220,Whole Foods,19.439999999999998,19.439999999999998,20.89,17.99,19.439999999999998,1.0253048327204946
3455,466810890,No Store,55.89,53.39,58.39,55.89,55.89,1.7677669529663689
3456,466810890,Trader Joes,48.79,51.75666666666666,57.19,49.29,51.75666666666666,3.3319163654969888
3457,466810890,Walmart,46.32,48.24,47.13333333333333,46.84,47.13333333333333,0.7021870595978448
3458,466810890,Wegmans,51.79,51.79,51.79,51.79,51.79,0.0
3459,466810890,Whole Foods,1.99,40.19,63.69,54.89,40.19,23.59862284117444
3460,246585815,Safeway,14.89,14.89,14.89,14.89,14.89,0.0
3461,246585815,Trader Joes,13.99,14.59,16.39,14.19,14.79,0.948683298050514
3462,246585815,Walmart,13.35,13.35,13.35,13.35,13.35,0.0
3463,246585815,Wegmans,14.64,14.89,14.64,14.39,14.64,0.1767766952966369
3464,246585815,Whole Foods,1.99,16.19,18.29,15.79,13.064999999999998,6.464276835037311
3465,142231691,Safeway,13.29,13.34,13.34,13.39,13.34,0.03535533905932788
3466,142231691,Trader Joes,13.556666666666667,13.09,14.79,12.79,13.556666666666665,0.7626707459098366
3467,142231691,Walmart,12.04,12.53,12.243333333333332,12.16,12.243333333333332,0.18060084901978354
3468,142231691,Wegmans,13.190000000000001,13.39,13.190000000000001,12.99,13.190000000000001,0.14142135623730964
3469,142231691,Whole Foods,1.99,14.59,10.256666666666666,14.19,10.256666666666668,5.064253811438232
3470,599052834,No Store,17.79,17.79,17.79,17.79,17.79,0.0
3471,599052834,Safeway,18.689999999999998,20.09,18.689999999999998,17.29,18.689999999999998,0.9899494936611668
3472,599052834,Trader Joes,17.79,17.79,19.09,16.49,17.79,0.9192388155425123
3473,599052834,Walmart,15.56,16.16,15.773333333333333,15.6,15.773333333333333,0.23720595832876262
3474,599052834,Wegmans,17.04,17.29,17.04,16.79,17.04,0.1767766952966369
3475,599052834,Whole Foods,1.99,18.89,21.29,14.056666666666667,14.056666666666667,7.437853633049434
3476,531867954,No Store,53.99,53.99,53.99,53.99,53.99,0.0
3477,531867954,Safeway,51.89,60.79,55.02333333333333,52.39,55.02333333333333,3.535769600336914
3478,531867954,Trader Joes,49.29,52.32333333333333,57.89,49.79,52.32333333333333,3.4134537739167747
3479,531867954,Walmart,48.019999999999996,48.73,48.019999999999996,47.31,48.019999999999996,0.5020458146424469
3480,531867954,Wegmans,50.29,52.39,51.156666666666666,50.79,51.156666666666666,0.7756717518813403
3481,531867954,Whole Foods,1.99,57.09,38.190000000000005,55.49,38.190000000000005,22.175098646905724
3482,958465158,Safeway,45.89,45.89,45.89,45.89,45.89,0.0
3483,958465158,Trader Joes,47.64,47.64,51.19,44.09,47.64,2.510229073212242
3484,958465158,Walmart,41.43,43.16,42.15,41.86,42.15,0.6369065865572427
3485,958465158,Wegmans,45.69,46.39,45.69,44.99,45.69,0.49497474683058273
3486,958465158,Whole Foods,1.99,50.59,56.99,49.09,39.665000000000006,21.953060720546464
3487,975793603,No Store,43.49,43.49,43.49,43.49,43.49,0.0
3488,975793603,Safeway,42.19,42.19,42.19,42.19,42.19,0.0
3489,975793603,Trader Joes,39.69,43.14,46.59,43.14,43.14,2.439518395093591
3490,975793603,Walmart,37.72,39.21,38.35666666666666,38.14,38.35666666666667,0.5432464143155179
3491,975793603,Wegmans,41.59,42.19,41.59,40.99,41.59,0.424264068711927
3492,975793603,Whole Foods,1.99,45.99,51.89,33.29,33.29,19.280430493119184
3493,514293895,No Store,40.89,40.89,40.89,40.89,40.89,0.0
3494,514293895,Safeway,39.29,46.09,41.69,39.69,41.69,2.6981475126464103
3495,514293895,Trader Joes,37.39,38.89,43.79,37.79,39.465,2.5567313116555677
3496,514293895,Walmart,36.93,36.93,36.93,36.93,36.93,0.0
3497,514293895,Wegmans,39.09,39.69,39.09,38.49,39.09,0.424264068711927
3498,514293895,Whole Foods,1.99,43.29,22.64,22.64,22.64,14.601755031502206
3499,876226151,Safeway,18.79,18.89,18.89,18.99,18.89,0.0707106781186545
3500,876226151,Trader Joes,17.89,18.99,20.99,18.09,18.99,1.226784414638529
3501,876226151,Walmart,17.04,17.64,17.28,17.16,17.28,0.22449944320643694
3502,876226151,Wegmans,18.99,18.99,18.99,18.99,18.99,0.0
3503,876226151,Whole Foods,1.99,20.69,23.29,15.323333333333332,15.323333333333334,8.216548342623359
3504,252280717,No Store,17.29,16.49,18.09,17.29,17.29,0.5656854249492386
3505,252280717,Safeway,15.89,18.59,17.240000000000002,17.240000000000002,17.240000000000002,0.9545941546018388
3506,252280717,Trader Joes,16.223333333333333,15.69,17.69,15.29,16.223333333333333,0.9092121131323911
3507,252280717,Walmart,14.92,14.92,14.92,14.92,14.92,0.0
3508,252280717,Wegmans,15.79,15.99,15.79,15.59,15.790000000000001,0.14142135623730964
3509,252280717,Whole Foods,1.99,12.89,19.69,16.99,12.89,6.742773909897913
3510,500505797,No Store,31.19,31.19,31.19,31.19,31.19,0.0
3511,500505797,Safeway,29.89,35.09,31.75666666666667,30.29,31.756666666666668,2.0461345670963755
3512,500505797,Trader Joes,28.49,30.223333333333333,33.39,28.79,30.223333333333333,1.9420779249728033
3513,500505797,Walmart,27.73,28.11,27.73,27.35,27.73,0.2687005768508874
3514,500505797,Wegmans,29.84,30.29,29.84,29.39,29.840000000000003,0.31819805153394587
3515,500505797,Whole Foods,1.99,32.99,22.323333333333334,31.99,22.32333333333333,12.45659129403653
3516,873270447,Safeway,59.29,59.59,59.59,59.89,59.59,0.21213203435596475
3517,873270447,Trader Joes,60.55666666666667,58.69,66.09,56.89,60.55666666666667,3.447704550373578
3518,873270447,Walmart,54.915000000000006,55.77,54.915000000000006,54.06,54.915000000000006,0.6045762979144984
3519,873270447,Wegmans,58.99,59.89,58.99,58.09,58.99000000000001,0.6363961030678917
3520,873270447,Whole Foods,1.99,65.29,43.55666666666667,63.39,43.55666666666667,25.463143299024704
3521,676274385,No Store,43.29,43.29,43.29,43.29,43.29,0.0
3522,676274385,Safeway,45.39,48.79,45.39,41.99,45.38999999999999,2.4041630560342604
3523,676274385,Trader Joes,43.19,43.19,46.39,39.99,43.19,2.2627416997969516
3524,676274385,Walmart,37.66,39.13,38.394999999999996,38.394999999999996,38.394999999999996,0.5197234841721146
3525,676274385,Wegmans,41.39,41.99,41.39,40.79,41.39,0.4242640687119295
3526,676274385,Whole Foods,47.35666666666666,45.89,51.69,44.49,47.35666666666667,2.6993826454703784
3527,790024227,No Store,15.49,15.49,15.49,15.49,15.49,0.0
3528,790024227,Safeway,14.89,17.49,15.823333333333332,15.09,15.823333333333334,1.0230672835481864
3529,790024227,Trader Joes,14.19,14.79,16.59,14.29,14.964999999999998,0.9653367288153913
3530,790024227,Walmart,13.54,14.05,13.733333333333334,13.61,13.733333333333334,0.19549083524980626
3531,790024227,Wegmans,14.49,15.09,14.723333333333334,14.59,14.723333333333333,0.2273030282830975
3532,790024227,Whole Foods,1.99,16.39,11.423333333333332,15.89,11.423333333333332,5.779417502367057
3533,272466316,No Store,55.39,55.39,55.39,55.39,55.39,0.0
3534,272466316,Safeway,53.19,53.489999999999995,53.489999999999995,53.79,53.489999999999995,0.21213203435596475
3535,272466316,Trader Joes,54.39000000000001,52.69,59.39,51.09,54.39,3.113679495388052
3536,272466316,Walmart,49.26,50.01,49.26,48.51,49.26,0.5303300858899106
3537,272466316,Wegmans,51.69,53.79,52.556666666666665,52.19,52.556666666666665,0.7756717518813403
3538,272466316,Whole Foods,60.55666666666667,58.69,66.09,56.89,60.55666666666667,3.447704550373578
3539,475672709,No Store,41.79,41.79,41.79,41.79,41.79,0.0
3540,475672709,Trader Joes,41.056666666666665,39.79,44.79,38.59,41.056666666666665,2.325224003546037
3541,475672709,Walmart,37.72,37.72,37.72,37.72,37.72,0.0
3542,475672709,Wegmans,39.99,40.59,39.99,39.39,39.99,0.4242640687119295
3543,475672709,Whole Foods,1.99,44.29,23.14,23.14,23.14,14.95530842209548
3544,817162115,Safeway,18.79,22.09,19.956666666666667,18.99,19.956666666666667,1.3083067937860247
3545,817162115,Trader Joes,19.54,19.54,20.99,18.09,19.54,1.0253048327204934
3546,817162115,Walmart,17.07,17.72,17.349999999999998,17.26,17.349999999999998,0.2363260459619288
3547,817162115,Wegmans,18.99,18.99,18.99,18.99,18.99,0.0
3548,817162115,Whole Foods,1.99,20.69,23.39,15.356666666666667,15.356666666666666,8.240853515666121
3549,647962512,No Store,7.19,7.19,7.19,7.19,7.19,0.0
3550,647962512,Safeway,6.89,6.9399999999999995,6.9399999999999995,6.99,6.9399999999999995,0.03535533905932756
3551,647962512,Trader Joes,6.59,7.140000000000001,7.69,7.140000000000001,7.140000000000001,0.38890872965260137
3552,647962512,Walmart,6.43,6.55,6.43,6.31,6.43,0.08485281374238578
3553,647962512,Wegmans,6.890000000000001,6.99,6.890000000000001,6.79,6.890000000000001,0.07071067811865482
3554,647962512,Whole Foods,1.99,1.99,1.99,1.99,1.99,0.0
3555,549838046,No Store,63.99,63.99,63.99,63.99,63.99,0.0
3556,549838046,Safeway,65.99,65.99,65.99,65.99,65.99,0.0
3557,549838046,Trader Joes,53.49,56.723333333333336,62.69,53.99,56.723333333333336,3.6580960439368804
3558,549838046,Walmart,50.72,52.83,51.60666666666666,51.27,51.60666666666667,0.773961670024211
3559,549838046,Wegmans,55.09,55.09,55.09,55.09,55.09,0.0
3560,549838046,Whole Foods,1.99,61.89,69.79,60.09,48.44,27.064968132255395
3561,932864695,No Store,30.69,30.69,30.69,30.69,30.69,0.0
3562,932864695,Safeway,26.99,31.69,28.656666666666666,27.29,28.656666666666666,1.860555472612056
3563,932864695,Trader Joes,27.55666666666667,26.69,30.09,25.89,27.55666666666667,1.5769168230019823
3564,932864695,Walmart,24.45,25.41,24.83,24.63,24.83,0.3608323710533747
3565,932864695,Wegmans,26.89,27.29,26.89,26.49,26.89,0.2828427124746193
3566,932864695,Whole Foods,1.99,29.69,33.49,28.89,23.515,12.548381369722552
3567,176351627,No Store,61.29,61.29,61.29,61.29,61.29,0.0
3568,176351627,Safeway,53.79,54.09,54.09,54.39,54.09,0.21213203435596475
3569,176351627,Trader Joes,60.09,60.09,60.09,60.09,60.09,0.0
3570,176351627,Walmart,48.65,50.51,49.44333333333333,49.17,49.44333333333333,0.678576942333488
3571,176351627,Wegmans,53.59,54.39,53.59,52.79,53.59,0.5656854249492386
3572,176351627,Whole Foods,1.99,34.44,66.89,34.44,34.44,22.945615049503466
3573,481195187,No Store,35.89,35.89,35.89,35.89,35.89,0.0
3574,481195187,Safeway,34.49,34.69,34.69,34.89,34.69,0.141421356237309
3575,481195187,Trader Joes,32.79,34.82333333333333,38.49,33.19,34.82333333333333,2.2498148071933994
3576,481195187,Walmart,31.27,31.415,31.415,31.56,31.415,0.1025304832720491
3577,481195187,Wegmans,34.39,34.89,34.39,33.89,34.39,0.3535533905932738
3578,481195187,Whole Foods,1.99,38.09,42.89,27.656666666666666,27.656666666666666,15.808910989270156
3579,311226396,Safeway,41.49,41.69,41.69,41.89,41.69,0.141421356237309
3580,311226396,Trader Joes,42.989999999999995,42.989999999999995,46.19,39.79,42.989999999999995,2.2627416997969516
3581,311226396,Walmart,37.46,38.96,38.21,38.21,38.21,0.5303300858899106
3582,311226396,Wegmans,40.19,41.89,40.89,40.59,40.89,0.6284902544988272
3583,311226396,Whole Foods,1.99,45.69,23.84,23.84,23.84,15.450283168926063
3584,789986401,No Store,15.99,15.29,16.69,15.99,15.99,0.494974746830584
3585,789986401,Safeway,14.69,17.19,15.556666666666667,14.79,15.556666666666665,1.0008329864001626
3586,789986401,Trader Joes,13.99,14.49,16.39,14.09,14.74,0.9708243919473801
3587,789986401,Walmart,13.66,13.86,13.66,13.46,13.66,0.141421356237309
3588,789986401,Wegmans,14.59,14.79,14.59,14.39,14.59,0.141421356237309
3589,789986401,Whole Foods,1.99,16.19,11.290000000000001,15.69,11.29,5.697806595524281
